mediaBT,mediaRX,varBT,varRX,medialat,varlat,Open,Close,mediadift,varDifT,Attack
0,0,0,0,283.799,0,2,1,9.022256912,59.14942427,0
0,0,0,0,0.025,6.40E-05,0,2,1.471001211,2.161983361,0
0,0,0,0,35.124,0,89,0,0.033776718,1.29E-05,1
0,0,0,0,35.158,0,87,1,0.033768676,1.26E-05,1
0,0,0,0,35.203,0,90,1,0.033252038,4.21E-05,1
0,0,0,0,35.582,0,89,1,0.033442426,2.51E-05,1
0,0,0,0,35.444,0,89,1,0.033406026,2.45E-05,1
0,0,0,0,35.346,0,89,1,0.033422756,2.48E-05,1
0,0,0,0,35.422,0,53,2,0.382859272,6.579537865,1
0,0,0,0,35.13,0,91,1,0.033128481,3.63E-05,1
0,0,0,0,50.995,0,88,1,0.033489869,2.52E-05,1
0,0,0,0,40.684,0,88,1,0.033722674,2.82E-05,1
0,0,0,0,35.707,0,89,1,0.033547644,2.53E-05,1
0,0,0,0,35.296,0,88,1,0.033575553,2.53E-05,1
0,0,0,0,35.336,0,88,1,0.033554501,2.52E-05,1
0,0,0,0,35.453,0,86,1,0.034098373,1.41E-05,1
0,0,0,0,35.548,0,91,1,0.033267852,3.66E-05,1
0,0,0,0,35.832,0,50,1,0.040752204,0.002557478,1
0,0,0,0,35.845,0,55,2,0.082021958,0.13245721,1
0,0,0,0,35.59,0,88,1,0.033580612,2.51E-05,1
0,0,0,0,35.767,0,88,1,0.033599928,2.53E-05,1
0,0,0,0,68.001,0,88,1,0.033679482,2.53E-05,1
0,0,0,0,35.807,0,87,1,0.034189046,4.13E-05,1
0,0,0,0,35.812,0,88,1,0.033691583,2.53E-05,1
0,0,0,0,35.841,0,86,1,0.034084653,1.28E-05,1
0,0,0,0,35.458,0,90,1,0.0336023,4.46E-05,1
0,0,0,0,36.027,0,87,1,0.033852438,2.91E-05,1
0,0,0,0,35.774,0,88,1,0.033716027,2.52E-05,1
0,0,0,0,37.013,0,54,1,0.033635702,4.73E-05,1
0,0,0,0,35.712,0,87,1,0.033724901,2.52E-05,1
0,0,0,0,35.667,0,88,1,0.033725106,2.53E-05,1
0,0,0,0,61.412,0,88,1,0.033805997,2.55E-05,1
0,0,0,0,35.799,0,87,1,0.034111235,3.33E-05,1
0,0,0,0,35.939,0,88,1,0.033911755,2.70E-05,1
0,0,0,0,36.137,0,87,1,0.033833231,2.57E-05,1
0,0,0,0,70.806,0,87,1,0.034061906,2.91E-05,1
0,0,0,0,36.267,0,88,1,0.033826127,2.54E-05,1
0,0,0,0,35.926,0,87,1,0.03394335,2.63E-05,1
0,0,0,0,36.375,0,53,2,0.578889264,16.03343132,1
0,0,0,0,36.008,0,87,1,0.033989457,2.59E-05,1
0,0,0,0,36.03,0,89,1,0.033893842,2.52E-05,1
0,0,0,0,58.579,0,87,1,0.03414706,3.17E-05,1
0,0,0,0,36.248,0,86,1,0.033913676,2.59E-05,1
0,0,0,0,36.171,0,87,1,0.033940761,2.58E-05,1
0,0,0,0,43.343,0,88,1,0.033977222,2.56E-05,1
0,0,0,0,36.505,0,86,1,0.034361336,3.57E-05,1
0,0,0,0,37.175,0,87,1,0.034087928,2.67E-05,1
0,0,0,0,36.573,0,87,1,0.034013487,2.57E-05,1
0,0,0,0,5.982125,135.6993241,60,8,0.0310851,0.000181151,1
0,0,0,0,188001.4564,397791121.6,0,2008,0.000297553,0.000109379,1
0,0,0,0,117298.3035,423539787.9,0,2054,4.85E-05,4.36E-09,1
0,0,0,0,32.18045902,19.05719028,104,68,0.337042361,19.366321,1
0,0,0,0,199.0438777,4063.055949,795,530,0.000373136,6.14E-06,1
0,0,0,0,158.6120558,2284.645016,780,958,0.000289899,1.18E-06,1
0,0,0,0,101.8198962,1631.780263,991,1047,0.000246259,5.21E-07,1
0,0,0,0,79.84672514,1991.703228,908,893,0.000279288,2.80E-07,1
0,0,0,0,81.08048161,2182.648087,906,915,0.000274491,3.32E-07,1
0,0,0,0,80.20961774,2305.476889,911,891,0.000277462,2.26E-07,1
0,0,0,0,74.62341117,1697.724047,905,926,0.000275039,3.33E-07,1
0,0,0,0,76.1127541,2096.931897,912,919,0.00027344,2.30E-07,1
0,0,0,0,83.73394393,2637.615266,882,862,0.000286996,6.83E-07,1
0,0,0,0,75.02180192,1659.342729,943,956,0.000264188,3.12E-07,1
0,0,0,0,77.60754506,1757.029006,933,951,0.000265109,3.39E-07,1
0,0,0,0,75.180853,1795.908127,976,972,0.000257163,2.54E-07,1
0,0,0,0,74.07614076,1666.326985,973,982,0.00025701,2.38E-07,1
0,0,0,0,73.67095037,1843.640637,959,956,0.000261422,3.06E-07,1
0,0,0,0,73.94166064,1684.737046,987,975,0.000255248,2.59E-07,1
0,0,0,0,77.12341628,1751.660999,862,859,0.000290333,2.62E-07,1
0,0,0,0,76.74445559,1950.626713,978,979,0.000255639,1.84E-07,1
0,0,0,0,77.54164049,1819.959529,950,920,0.016310914,0.481141104,1
0,0,0,0,76.14065521,1754.522119,929,970,0.000260859,2.48E-07,1
0,0,0,0,76.83099117,1929.060807,951,940,0.000264269,1.84E-07,1
0,0,0,0,74.31119913,1578.421977,911,910,0.000275146,3.29E-07,1
0,0,0,0,75.7143992,2064.227861,957,965,0.000260553,2.18E-07,1
0,0,0,0,81.4829697,2537.003815,896,900,0.000278025,1.12E-06,1
0,0,0,0,78.10031049,1700.133308,960,954,0.000261711,2.94E-07,1
0,0,0,0,78.2672107,1830.458588,946,958,0.000263257,3.86E-07,1
0,0,0,0,73.66798455,1715.267434,984,979,0.00025444,2.06E-07,1
0,0,0,0,74.95447941,1703.892998,956,951,0.000263457,3.15E-07,1
0,0,0,0,78.01346217,1961.508524,976,978,0.000258445,2.79E-07,1
0,0,0,0,79.08217405,2073.349785,932,921,0.000267839,3.75E-07,1
0,0,0,0,83.68242045,2548.134024,898,891,0.000279647,3.09E-07,1
0,0,0,0,78.86980753,2391.902515,943,964,0.000263444,2.58E-07,1
0,0,0,0,74.64192505,1831.989715,934,919,0.000270389,3.14E-07,1
0,0,0,0,76.01105208,1843.769691,954,965,0.000261648,2.85E-07,1
0,0,0,0,75.96081303,2091.934814,956,965,0.000260203,2.57E-07,1
0,0,0,0,70.20486598,1379.822814,956,954,0.000262312,2.48E-07,1
0,0,0,0,73.42157675,1563.692728,938,917,0.000270882,1.89E-07,1
0,0,0,0,83.02723275,2730.1971,864,873,0.000289273,1.08E-06,1
0,0,0,0,75.69376,1474.744175,956,955,0.000261135,2.43E-07,1
0,0,0,0,76.09492292,1891.401734,959,967,0.0002599,2.56E-07,1
0,0,0,0,78.72487723,2526.429229,917,899,0.000275187,2.42E-07,1
0,0,0,0,77.61972459,1825.75279,923,940,0.000269167,2.60E-07,1
0,0,0,0,72.60458065,1660.109095,949,944,0.000263721,2.76E-07,1
0,0,0,0,73.81787708,1499.83051,916,883,0.000278067,4.77E-07,1
0,0,0,0,83.57721322,2514.924885,810,843,0.000302887,2.70E-07,1
0,0,0,0,83.2341473,2924.742567,833,869,0.000293579,4.28E-07,1
0,0,0,0,79.16299886,2478.778237,900,856,0.000284963,4.75E-07,1
0,0,0,0,78.69081352,2151.258004,920,937,0.00026987,2.72E-07,1
0,0,0,0,87.93897073,3058.128194,824,810,0.000306141,2.84E-07,1
0,0,0,0,90.47073342,3454.983044,848,848,0.000295142,3.67E-07,1
0,0,0,0,82.94840674,2363.850574,891,893,0.000281467,3.04E-07,1
0,0,0,0,78.27011192,2112.140639,928,946,0.00026724,2.45E-07,1
0,0,0,0,84.41793697,2967.426354,843,837,0.000298126,1.10E-06,1
0,0,0,0,76.81398651,2110.246698,971,972,0.000258225,3.31E-07,1
0,0,0,0,75.16309021,1926.864609,934,947,0.000264559,2.94E-07,1
0,0,0,0,74.03140481,1727.002869,980,972,0.000255218,1.97E-07,1
0,0,0,0,78.87923536,1936.992251,909,913,0.000278889,3.88E-07,1
0,0,0,0,79.3231659,2601.033983,879,870,0.000285622,3.57E-07,1
0,0,0,0,76.67423095,2001.445744,877,875,0.0002852,3.35E-07,1
0,0,0,0,85.7071962,2643.360948,851,850,0.000295735,4.92E-07,1
0,0,0,0,83.89134988,2914.222111,862,874,0.000288222,2.70E-07,1
0,0,0,0,77.42425028,2346.562908,892,902,0.000280196,2.61E-07,1
0,0,0,0,73.96290789,1676.827192,935,920,0.000269748,2.27E-07,1
0,0,0,0,71.55301344,1702.326707,970,968,0.000257854,1.27E-07,1
0,0,0,0,77.11595585,1783.394124,913,924,0.000272716,2.03E-07,1
0,0,0,0,78.06133556,1893.960629,916,899,0.000274984,2.81E-07,1
0,0,0,0,74.58989427,1714.448624,889,892,0.000280664,1.13E-06,1
0,0,0,0,75.63789018,1675.617481,980,971,0.000258744,2.87E-07,1
0,0,0,0,76.66704691,1696.922096,945,959,0.000262332,1.60E-07,1
0,0,0,0,72.88350886,1615.842212,963,953,0.000259106,2.65E-07,1
0,0,0,0,81.13272474,2373.583898,915,907,0.000276797,3.28E-07,1
0,0,0,0,76.33267047,2034.626226,940,945,0.000263401,3.24E-07,1
0,0,0,0,74.93921186,1947.626368,968,968,0.000260665,2.18E-07,1
0,0,0,0,73.94558212,1682.901605,953,973,0.000259873,1.83E-07,1
0,0,0,0,75.13058433,1714.293233,917,916,0.000270089,4.11E-07,1
0,0,0,0,74.33691886,1667.395254,949,954,0.000266427,3.27E-07,1
0,0,0,0,76.32394263,2449.028173,887,886,0.000282614,3.66E-07,1
0,0,0,0,82.68301163,2254.266231,812,799,0.00031073,3.51E-07,1
0,0,0,0,80.02556486,2053.238474,848,846,0.018000318,0.530962309,1
0,0,0,0,80.46580023,2152.670736,866,876,0.000287626,4.03E-07,1
0,0,0,0,75.64731393,1863.224325,928,934,0.000268123,2.63E-07,1
0,0,0,0,78.14119769,2326.598189,864,868,0.000290531,1.22E-06,1
0,0,0,0,71.64644093,1795.393328,353,417,0.000258633,4.36E-07,1
0,0,0,0,35.06,0,3,1,0.008726133,0.000214731,0
0,0,0,0,35.124,0,89,0,0.033776718,1.29E-05,1
0,0,0,0,35.158,0,87,1,0.033768676,1.26E-05,1
0,0,0,0,35.203,0,90,1,0.033252038,4.21E-05,1
0,0,0,0,35.582,0,89,1,0.033442426,2.51E-05,1
0,0,0,0,35.444,0,89,1,0.033406026,2.45E-05,1
0,0,0,0,35.346,0,89,1,0.033422756,2.48E-05,1
0,0,0,0,35.422,0,53,2,0.382859272,6.579537865,1
0,0,0,0,35.13,0,91,1,0.033128481,3.63E-05,1
0,0,0,0,50.995,0,88,1,0.033489869,2.52E-05,1
0,0,0,0,40.684,0,88,1,0.033722674,2.82E-05,1
0,0,0,0,35.707,0,89,1,0.033547644,2.53E-05,1
0,0,0,0,35.296,0,88,1,0.033575553,2.53E-05,1
0,0,0,0,35.336,0,88,1,0.033554501,2.52E-05,1
0,0,0,0,35.453,0,86,1,0.034098373,1.41E-05,1
0,0,0,0,35.548,0,91,1,0.033267852,3.66E-05,1
0,0,0,0,35.832,0,50,1,0.040752204,0.002557478,1
0,0,0,0,35.845,0,55,2,0.082021958,0.13245721,1
0,0,0,0,35.59,0,88,1,0.033580612,2.51E-05,1
0,0,0,0,35.767,0,88,1,0.033599928,2.53E-05,1
0,0,0,0,68.001,0,88,1,0.033679482,2.53E-05,1
0,0,0,0,35.807,0,87,1,0.034189046,4.13E-05,1
0,0,0,0,35.812,0,88,1,0.033691583,2.53E-05,1
0,0,0,0,35.841,0,86,1,0.034084653,1.28E-05,1
0,0,0,0,35.458,0,90,1,0.0336023,4.46E-05,1
0,0,0,0,36.027,0,87,1,0.033852438,2.91E-05,1
0,0,0,0,35.774,0,88,1,0.033716027,2.52E-05,1
0,0,0,0,37.013,0,54,1,0.033635702,4.73E-05,1
0,0,0,0,35.712,0,87,1,0.033724901,2.52E-05,1
0,0,0,0,35.667,0,88,1,0.033725106,2.53E-05,1
0,0,0,0,61.412,0,88,1,0.033805997,2.55E-05,1
0,0,0,0,35.799,0,87,1,0.034111235,3.33E-05,1
0,0,0,0,35.939,0,88,1,0.033911755,2.70E-05,1
0,0,0,0,36.137,0,87,1,0.033833231,2.57E-05,1
0,0,0,0,70.806,0,87,1,0.034061906,2.91E-05,1
0,0,0,0,36.267,0,88,1,0.033826127,2.54E-05,1
0,0,0,0,35.926,0,87,1,0.03394335,2.63E-05,1
0,0,0,0,36.375,0,53,2,0.578889264,16.03343132,1
0,0,0,0,36.008,0,87,1,0.033989457,2.59E-05,1
0,0,0,0,36.03,0,89,1,0.033893842,2.52E-05,1
0,0,0,0,58.579,0,87,1,0.03414706,3.17E-05,1
0,0,0,0,36.248,0,86,1,0.033913676,2.59E-05,1
0,0,0,0,36.171,0,87,1,0.033940761,2.58E-05,1
0,0,0,0,43.343,0,88,1,0.033977222,2.56E-05,1
0,0,0,0,36.505,0,86,1,0.034361336,3.57E-05,1
0,0,0,0,37.175,0,87,1,0.034087928,2.67E-05,1
0,0,0,0,36.573,0,87,1,0.034013487,2.57E-05,1
0,0,0,0,5.982125,135.6993241,60,8,0.0310851,0.000181151,1
0,0,0,0,0.736,0,2,2,0.665557266,1.282470533,0
0,0,0,0,1.425,0,1,1,1.500858803,2.252532498,0
0,0,0,0,1.263,0,1,1,1.519835097,2.309850451,0
0,0,0,0,1.171,0,1,1,1.480287453,2.191195546,0
0,0,0,0,0.796,0,1,1,1.504194205,2.262544831,0
0,0,0,0,1.06,0,1,1,1.495874196,2.23759099,0
0,0,0,0,1.198,0,1,1,1.499920806,2.249712759,0
0,0,0,0,1.301,0,1,1,1.499944755,2.249785843,0
0,0,0,0,1.13,0,1,1,1.500087993,2.250218858,0
0,0,0,0,0.023,0.000121,0,2,15.00198054,225.0550319,0
0,0,0,0,2.4,0,1,1,1.508701607,2.276126264,0
0,0,0,0,0.895,0,1,1,1.49141324,2.22426444,0
0,0,0,0,1.279,0,1,1,1.499813147,2.249383796,0
0,0,0,0,0.826,0,1,1,1.534209037,2.353750667,0
0,0,0,0,0.823,0,1,1,1.466013822,2.149144208,0
0,0,0,0,2.194,0,1,1,1.504956123,2.264837365,0
0,0,0,0,0.974,0,1,1,1.494969326,2.234876697,0
0,0,0,0,0.84,0,1,1,1.500064884,2.250143674,0
0,0,0,0,0.539,0,1,1,1.500145935,2.250388664,0
0,0,0,0,0.657,0,1,1,1.499944562,2.249780251,0
0,0,0,0,0.023,0.000121,0,2,15.00220726,225.0618661,0
0,0,0,0,2.147,0,1,1,1.505178999,2.265515074,0
0,0,0,0,0.854,0,1,1,1.494720386,2.234137457,0
0,0,0,0,0.74,0,1,1,1.500060559,2.25013133,0
0,0,0,0,1.996,0,1,1,1.517199524,2.301832153,0
0,0,0,0,0.923,0,1,1,1.481619548,2.195147888,0
0,0,0,0,1.673,0,1,1,1.506733932,2.270197785,0
0,0,0,0,1.015,0,1,1,1.494313709,2.2329078,0
0,0,0,0,1.268,0,1,1,1.499872947,2.249560359,0
0,0,0,0,188001.4564,397791121.6,0,2008,0.000297553,0.000109379,1
0,0,0,0,117298.3035,423539787.9,0,2054,4.85E-05,4.36E-09,1
0,0,0,0,0.023,8.10E-05,0,2,15.00232968,225.0590713,0
0,0,0,0,0.0235,9.03E-05,0,2,15.00175511,225.0404319,0
0,0,0,0,32.18045902,19.05719028,104,68,0.337042361,19.366321,1
0,0,0,0,199.0438777,4063.055949,795,530,0.000373136,6.14E-06,1
0,0,0,0,158.6120558,2284.645016,780,958,0.000289899,1.18E-06,1
0,0,0,0,101.8198962,1631.780263,991,1047,0.000246259,5.21E-07,1
0,0,0,0,79.84672514,1991.703228,908,893,0.000279288,2.80E-07,1
0,0,0,0,81.08048161,2182.648087,906,915,0.000274491,3.32E-07,1
0,0,0,0,80.20961774,2305.476889,911,891,0.000277462,2.26E-07,1
0,0,0,0,74.62341117,1697.724047,905,926,0.000275039,3.33E-07,1
0,0,0,0,76.1127541,2096.931897,912,919,0.00027344,2.30E-07,1
0,0,0,0,83.73394393,2637.615266,882,862,0.000286996,6.83E-07,1
0,0,0,0,75.02180192,1659.342729,943,956,0.000264188,3.12E-07,1
0,0,0,0,77.60754506,1757.029006,933,951,0.000265109,3.39E-07,1
0,0,0,0,75.180853,1795.908127,976,972,0.000257163,2.54E-07,1
0,0,0,0,74.07614076,1666.326985,973,982,0.00025701,2.38E-07,1
0,0,0,0,73.67095037,1843.640637,959,956,0.000261422,3.06E-07,1
0,0,0,0,73.94166064,1684.737046,987,975,0.000255248,2.59E-07,1
0,0,0,0,77.12341628,1751.660999,862,859,0.000290333,2.62E-07,1
0,0,0,0,76.74445559,1950.626713,978,979,0.000255639,1.84E-07,1
0,0,0,0,77.54164049,1819.959529,950,920,0.016310914,0.481141104,1
0,0,0,0,76.14065521,1754.522119,929,970,0.000260859,2.48E-07,1
0,0,0,0,76.83099117,1929.060807,951,940,0.000264269,1.84E-07,1
0,0,0,0,74.31119913,1578.421977,911,910,0.000275146,3.29E-07,1
0,0,0,0,75.7143992,2064.227861,957,965,0.000260553,2.18E-07,1
0,0,0,0,81.4829697,2537.003815,896,900,0.000278025,1.12E-06,1
0,0,0,0,78.10031049,1700.133308,960,954,0.000261711,2.94E-07,1
0,0,0,0,78.2672107,1830.458588,946,958,0.000263257,3.86E-07,1
0,0,0,0,73.66798455,1715.267434,984,979,0.00025444,2.06E-07,1
0,0,0,0,74.95447941,1703.892998,956,951,0.000263457,3.15E-07,1
0,0,0,0,78.01346217,1961.508524,976,978,0.000258445,2.79E-07,1
0,0,0,0,79.08217405,2073.349785,932,921,0.000267839,3.75E-07,1
0,0,0,0,83.68242045,2548.134024,898,891,0.000279647,3.09E-07,1
0,0,0,0,78.86980753,2391.902515,943,964,0.000263444,2.58E-07,1
0,0,0,0,74.64192505,1831.989715,934,919,0.000270389,3.14E-07,1
0,0,0,0,76.01105208,1843.769691,954,965,0.000261648,2.85E-07,1
0,0,0,0,75.96081303,2091.934814,956,965,0.000260203,2.57E-07,1
0,0,0,0,70.20486598,1379.822814,956,954,0.000262312,2.48E-07,1
0,0,0,0,73.42157675,1563.692728,938,917,0.000270882,1.89E-07,1
0,0,0,0,83.02723275,2730.1971,864,873,0.000289273,1.08E-06,1
0,0,0,0,75.69376,1474.744175,956,955,0.000261135,2.43E-07,1
0,0,0,0,76.09492292,1891.401734,959,967,0.0002599,2.56E-07,1
0,0,0,0,78.72487723,2526.429229,917,899,0.000275187,2.42E-07,1
0,0,0,0,77.61972459,1825.75279,923,940,0.000269167,2.60E-07,1
0,0,0,0,72.60458065,1660.109095,949,944,0.000263721,2.76E-07,1
0,0,0,0,73.81787708,1499.83051,916,883,0.000278067,4.77E-07,1
0,0,0,0,83.57721322,2514.924885,810,843,0.000302887,2.70E-07,1
0,0,0,0,83.2341473,2924.742567,833,869,0.000293579,4.28E-07,1
0,0,0,0,79.16299886,2478.778237,900,856,0.000284963,4.75E-07,1
0,0,0,0,78.69081352,2151.258004,920,937,0.00026987,2.72E-07,1
0,0,0,0,87.93897073,3058.128194,824,810,0.000306141,2.84E-07,1
0,0,0,0,90.47073342,3454.983044,848,848,0.000295142,3.67E-07,1
0,0,0,0,82.94840674,2363.850574,891,893,0.000281467,3.04E-07,1
0,0,0,0,78.27011192,2112.140639,928,946,0.00026724,2.45E-07,1
0,0,0,0,84.41793697,2967.426354,843,837,0.000298126,1.10E-06,1
0,0,0,0,76.81398651,2110.246698,971,972,0.000258225,3.31E-07,1
0,0,0,0,75.16309021,1926.864609,934,947,0.000264559,2.94E-07,1
0,0,0,0,74.03140481,1727.002869,980,972,0.000255218,1.97E-07,1
0,0,0,0,78.87923536,1936.992251,909,913,0.000278889,3.88E-07,1
0,0,0,0,79.3231659,2601.033983,879,870,0.000285622,3.57E-07,1
0,0,0,0,76.67423095,2001.445744,877,875,0.0002852,3.35E-07,1
0,0,0,0,85.7071962,2643.360948,851,850,0.000295735,4.92E-07,1
0,0,0,0,83.89134988,2914.222111,862,874,0.000288222,2.70E-07,1
0,0,0,0,77.42425028,2346.562908,892,902,0.000280196,2.61E-07,1
0,0,0,0,73.96290789,1676.827192,935,920,0.000269748,2.27E-07,1
0,0,0,0,71.55301344,1702.326707,970,968,0.000257854,1.27E-07,1
0,0,0,0,77.11595585,1783.394124,913,924,0.000272716,2.03E-07,1
0,0,0,0,78.06133556,1893.960629,916,899,0.000274984,2.81E-07,1
0,0,0,0,74.58989427,1714.448624,889,892,0.000280664,1.13E-06,1
0,0,0,0,75.63789018,1675.617481,980,971,0.000258744,2.87E-07,1
0,0,0,0,76.66704691,1696.922096,945,959,0.000262332,1.60E-07,1
0,0,0,0,72.88350886,1615.842212,963,953,0.000259106,2.65E-07,1
0,0,0,0,81.13272474,2373.583898,915,907,0.000276797,3.28E-07,1
0,0,0,0,76.33267047,2034.626226,940,945,0.000263401,3.24E-07,1
0,0,0,0,74.93921186,1947.626368,968,968,0.000260665,2.18E-07,1
0,0,0,0,73.94558212,1682.901605,953,973,0.000259873,1.83E-07,1
0,0,0,0,75.13058433,1714.293233,917,916,0.000270089,4.11E-07,1
0,0,0,0,74.33691886,1667.395254,949,954,0.000266427,3.27E-07,1
0,0,0,0,76.32394263,2449.028173,887,886,0.000282614,3.66E-07,1
0,0,0,0,82.68301163,2254.266231,812,799,0.00031073,3.51E-07,1
0,0,0,0,80.02556486,2053.238474,848,846,0.018000318,0.530962309,1
0,0,0,0,80.46580023,2152.670736,866,876,0.000287626,4.03E-07,1
0,0,0,0,75.64731393,1863.224325,928,934,0.000268123,2.63E-07,1
0,0,0,0,78.14119769,2326.598189,864,868,0.000290531,1.22E-06,1
0,0,0,0,71.64644093,1795.393328,353,417,0.000258633,4.36E-07,1
0,0,0,0,83.533,0,1,0,26.69772318,0,0
0,0,0,0,399.757,0,0,1,0.398771119,0,0
0,0,0,0,0.022,0.000121,0,2,1.454393263,2.114873763,0
0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,15.4465,126.0567562,6,4,0.318814155,0.686149298,0
0,0,0,0,15.461875,212.5037476,5,4,0.024755347,0.000590847,0
0,0,0,0,5016.3255,0.00024025,4,2,1.103595542,3.371317629,0
0,0,0,0,0.025,0.0001,1,2,0.723019008,0.781129985,0
1,3,0,0,4015.428167,7285.298987,0,6,0.063120062,0.003502516,0
0,0,0,0,2.014166667,8.434069139,5,5,0.027135845,0.005690089,0
0,0,0,0,22.7684,124.2730066,1,0,1.325934691,0,0
0,0,0,0,0,0,1,0,0.696113678,0,0
0,0,0,0,0.8315,0.06477025,4,0,0.584673588,0.618673257,0
0,0,0,0,1.9375,1.10986225,1,1,0.268338248,0.070945277,0
0,0,0,0,1.311,0.761816,4,1,0.190298609,0.049832657,0
0,0,0,0,0,0,1,0,0.160526454,0,0
0,0,0,0,5070.856,0,2,1,0.360766486,0.229352296,0
0,0,0,0,5.934,30.09428467,7,2,0.411843583,0.951740304,0
0,3,0,0,139.612,0,1,1,0.078333508,0.003630715,0
0,0,0,0,7.4605,51.98648075,5,2,0.109363294,0.010948925,0
0,0,0,0,23.097,0,2,1,0.207426086,0.077233181,0
0,2,0,0,66.104,0,3,1,1.164952168,3.514180043,0
0,5,0,0,66.38,0,4,1,1.005429681,2.556576508,0
0,0,0,0,0.0225,0.00011025,0,8,0.940173037,5.273161106,0
0,0,0,0,2.5402,6.75186796,18,5,0.886263474,7.131559543,0
0,0,0,0,2.465,4.863714857,6,4,0.025711386,0.001235815,0
2,3,0,0,5086.999,0,2,1,1.695302634,4.812104756,0
0.5,3,0.25,0,5212.9845,9265.506306,0,2,0.098434347,0.007015177,0
0,0,0,0,0.654,0,1,0,0.538778932,0,0
0,0,0,0,0.02,6.40E-05,1,2,1.180518339,2.649557006,0
0,3,0,0,5062.413,0,0,1,1.519709111,0,0
2.5,2,0.25,4,68252.1925,1113467.089,3,2,2.079071471,7.281808398,0
3,4,0,0,38108.961,0,0,1,2.946279869,0,0
0,95,0,0,42074.194,0,0,1,0.519869203,0,0
0,0,0,0,0.867,0,1,0,0.159024602,0,0
1,6,0,0,40054.219,0,0,1,0.538278899,0,0
0,0,0,0,0,0,1,0,4.657122481,0,0
1,3,0,0,65639.703,0,0,1,2.766487063,0,0
0,0,0,0,0.028,0.000196,1,2,2.168029307,5.976996302,0
1.5,3.5,0.25,0.25,70058.788,0.007396,0,2,8.373952807,70.11978977,0
1,64,0,0,115331.417,0,0,1,3.983879631,0,0
1,3,0,0,60719.106,0,0,1,6.497735564,0,0
2,4,0,0,118146.877,0,0,1,0.502995126,0,0
0,0,0,0,0.023,0.000121,0,2,1.135836128,1.289662821,0
0,0,0,0,115528.941,0,0,1,13.72906397,0,0
2,0,0,0,66375.341,0,0,1,8.174980595,0,0
0,0,0,0,69.614,0,4,1,30.06760865,3612.067041,0
0,0,0,0,0.0175,3.02E-05,60,1,0.166413308,1.049154723,1
0,0.333333333,0,0.222222222,116697.0793,1655080.278,52,1,0.033549798,2.07E-05,1
0,0,0,0,286.068,0,58,1,0.083084634,0.141950286,1
0,0,0,0,35.323,0,88,1,0.033697208,3.17E-05,1
0,0,0,0,36.249,0,67,1,0.103223798,0.324098094,1
0,0,0,0,35.424,0,89,1,0.033441132,2.48E-05,1
0,0,0,0,44.227,0,88,1,0.03352154,2.62E-05,1
0,0,0,0,35.481,0,89,1,0.033590523,2.58E-05,1
0,0,0,0,35.403,0,79,1,0.178137396,1.643432325,1
1.5,13.75,0.25,168.6875,170417.9293,26139.2941,54,5,0.106375203,0.322134491,1
0,0,0,0,0.019,2.50E-05,59,2,0.087171002,0.169584918,1
0,0,0,0,34.994,0,66,1,0.048136096,0.013742553,1
0,0,0,0,35.37,0,89,1,0.033505948,2.49E-05,1
0,0,0,0,35.291,0,88,1,0.033537355,2.51E-05,1
0,0,0,0,69.54,0,66,1,0.15291811,0.93319325,1
0,0,0,0,35.619,0,87,1,0.033959141,1.26E-05,1
0,0,0,0,28297.92551,265342393.6,72,1641,0.00147618,4.66E-05,1
0,0,0,0,0.0245,0.00011025,0,2,6.640439054,44.08902036,0
7.666666667,349,32.88888889,236674.6667,197083.294,119285249.8,1,3,1.43018712,3.727990517,0
1,5,0,0,182640.241,0,0,1,0.99910903,0,0
6,189,0,0,207980.713,0,0,1,4.000705337,0,0
1,160.5,0,23870.25,173763.989,6779243.275,0,2,3.000456622,8.999531133,0
2,84,0,0,177830.122,0,0,1,0.999786048,0,0
2.25,61.25,5.1875,3817.6875,116767.7878,13634742028,0,4,3.070653717,26.59507257,0
1,1,0,0,170150.018,0,0,1,0.718082931,0,0
6,899,0,0,238943.074,0,0,1,3.000564813,0,0
53,262,0,0,241194.309,0,0,1,2.000529798,0,0
7,261,0,0,176327.819,0,0,1,15.00037301,0,0
0,0,0,0,0.0225,5.63E-05,0,2,4.64244668,21.54780906,0
0,0,0,0,0.0295,0.00018225,0,2,15.00211392,225.0518229,0
0,0,0,0,0.0235,0.00015625,0,2,15.00221784,225.0622638,0
0,0,0,0,0.0255,7.23E-05,0,2,15.00247429,225.0566545,0
1,103,0,0,171699.999,0,0,1,22.70185114,0,0
0,0,0,0,0.031,0.000289,0,2,3.65268864,13.33867011,0
0,0,0,0,0.024,0.0001,0,2,15.00232162,225.0580383,0
0,0,0,0,0.026,0.000144,0,2,15.00233828,225.0558591,0
0,0,0,0,273.349,0,1,1,2.938396887,7.107967591,0
0,0,0,0,0.0235,7.23E-05,0,2,12.06367369,145.5222947,0
0,0,0,0,0.0275,0.00011025,0,2,15.00225176,225.0523144,0
0,0,0,0,0.0235,9.03E-05,0,2,15.00208655,225.0504493,0
0,0,0,0,0.023,0.000144,0,2,15.00233788,225.064228,0
0,0,0,0,0.023,8.10E-05,0,2,15.00229951,225.0563521,0
0,0,0,0,0.0255,9.03E-05,0,2,15.00198189,225.0461685,0
0,0,0,0,0.023,8.10E-05,0,2,15.00202132,225.0477776,0
